stage_id,stage_name,research_domain,hypothesis_id,hypothesis,prior_hypothesis_source,experiment_design,dataset_path,report_path,raw_row_count,raw_game_count,independent_sample_size,matched_set_count,seed_count,behavioral_regime_count,primary_outcome,comparison,control_condition,descriptive_effect,absolute_percentage_point_effect,effect_size_type,effect_size,confidence_interval,raw_p_value,adjusted_p_value,multiplicity_method,evidence_level,seed_robustness,regime_robustness,design_validity,engine_validity,distribution_shift_status,overfitting_status,leakage_status,conclusion_label,hypothesis_status,main_limitation,supersedes_stage_id,superseded_by_stage_id,next_hypothesis,source_commit,current_documentation_commit
r5_regime_robustness,R5 Regime robustness,financial risk metrics,H_R5_regime_robustness,Financial-risk payoff analogues clarify role and strategy tradeoffs.,R5 pre-registration,Analysis-only R4 payoff risk-return calculation.,results/financial_risk_stage_r5/r5_player_payoff_metrics_raw.csv,results/financial_risk_stage_r5/r5_research_report.md,40000 player rows; 4000 game rows; 200660 event rows for decomposition,2000 validation games x 2 payoff specs,player-game clustered by game,,10,5,Regime robustness,role and strategy risk-return comparisons,,R5 reports behavioral-regime payoff and rank stability.,,,,,,,,LEVEL 4 - robustness-validated analysis,reported in r5_seed_robustness.csv,reported in r5_regime_robustness.csv,analysis-only using frozen R4 manifest,,,,audit passed,robust across regimes,supported descriptively for R5 dataset,Historical aggregate datasets lack full event-level ledgers.,,,R6 should synthesize role-specific strategy recommendations across expected payoff and risk-adjusted payoff.,896fc4c2335afd3233f017f223128be2f50f65a9,pending_current_stage_commit
r5_financial_analogy,R5 Financial analogy conclusion,financial risk metrics,H_R5_financial_analogy,Financial-risk payoff analogues clarify role and strategy tradeoffs.,R5 pre-registration,Analysis-only R4 payoff risk-return calculation.,results/financial_risk_stage_r5/r5_player_payoff_metrics_raw.csv,results/financial_risk_stage_r5/r5_research_report.md,40000 player rows; 4000 game rows; 200660 event rows for decomposition,2000 validation games x 2 payoff specs,player-game clustered by game,,10,5,Financial analogy conclusion,role and strategy risk-return comparisons,,"Financial metrics are quantitatively useful as game-payoff analogues, not literal market claims.",,,,,,,,LEVEL 4 - robustness-validated analysis,reported in r5_seed_robustness.csv,reported in r5_regime_robustness.csv,analysis-only using frozen R4 manifest,,,,audit passed,financial analogy supported,supported descriptively for R5 dataset,Historical aggregate datasets lack full event-level ledgers.,,,R6 should synthesize role-specific strategy recommendations across expected payoff and risk-adjusted payoff.,896fc4c2335afd3233f017f223128be2f50f65a9,pending_current_stage_commit
r5_r6_readiness,R5 R6 readiness,financial risk metrics,H_R5_r6_readiness,Financial-risk payoff analogues clarify role and strategy tradeoffs.,R5 pre-registration,Analysis-only R4 payoff risk-return calculation.,results/financial_risk_stage_r5/r5_player_payoff_metrics_raw.csv,results/financial_risk_stage_r5/r5_research_report.md,40000 player rows; 4000 game rows; 200660 event rows for decomposition,2000 validation games x 2 payoff specs,player-game clustered by game,,10,5,R6 readiness,role and strategy risk-return comparisons,,R5 prepares role-specific risk-return evidence for R6 synthesis.,,,,,,,,LEVEL 4 - robustness-validated analysis,reported in r5_seed_robustness.csv,reported in r5_regime_robustness.csv,analysis-only using frozen R4 manifest,,,,audit passed,ready for synthesis,supported descriptively for R5 dataset,Historical aggregate datasets lack full event-level ledgers.,,,R6 should synthesize role-specific strategy recommendations across expected payoff and risk-adjusted payoff.,896fc4c2335afd3233f017f223128be2f50f65a9,pending_current_stage_commit
r51_strategy_attribution_audit,R5.1 strategy attribution audit,role-strategy attribution and financial risk,H_r51_strategy_attribution_audit,Correct attribution separates actor-specific strategy value from cross-role externality.,results/financial_risk_stage_r5/r5_research_report.md,Analysis-only reconstruction from frozen R4/R5 payoff rows.,results/financial_risk_stage_r51/r51_actor_specific_strategy_payoff_raw.csv,results/financial_risk_stage_r51/r51_research_report.md,7200,2000 R4 validation games,matched R4 validation games clustered by matched_set_id,400,10,5,corrected actor-specific payoff attribution,actor-specific vs externality mapping,reference_strategy_mix,"R5.1 shows R5 condition labels were global configurations, not actor-owned recommendations.",not applicable,audit classification,not applicable,reported where compatible in R5.1 outputs,reported for compatible paired contrasts,Holm adjusted within families where contrasts exist,Holm,LEVEL 3 - analysis-only audit of frozen validation data,leave-one-seed-out reported,leave-one-regime-out reported,actor ownership explicit,default simulator behavior unchanged,not a live-policy stage,not a tuning stage,no gameplay leakage; outcome-dependent information label flagged,design inconsistency found,supported with limitations,R4 validation contains sparse actor-specific strategy alternatives.,,,R6 should synthesize role-specific recommendations using corrected actor/externality labels.,8390ce1e255c8ba7a2b23f39ca1171d203821316,pending_current_stage_commit
r51_actor_specific_reconstruction,R5.1 actor-specific reconstruction,role-strategy attribution and financial risk,H_r51_actor_specific_reconstruction,Correct attribution separates actor-specific strategy value from cross-role externality.,results/financial_risk_stage_r5/r5_research_report.md,Analysis-only reconstruction from frozen R4/R5 payoff rows.,results/financial_risk_stage_r51/r51_actor_specific_strategy_payoff_raw.csv,results/financial_risk_stage_r51/r51_research_report.md,7200,2000 R4 validation games,matched R4 validation games clustered by matched_set_id,400,10,5,corrected actor-specific payoff attribution,actor-specific vs externality mapping,reference_strategy_mix,Actor-specific rows require affected_role equals strategy_owner_role.,not applicable,audit classification,not applicable,reported where compatible in R5.1 outputs,reported for compatible paired contrasts,Holm adjusted within families where contrasts exist,Holm,LEVEL 3 - analysis-only audit of frozen validation data,leave-one-seed-out reported,leave-one-regime-out reported,actor ownership explicit,default simulator behavior unchanged,not a live-policy stage,not a tuning stage,no gameplay leakage; outcome-dependent information label flagged,partially validated,supported with limitations,R4 validation contains sparse actor-specific strategy alternatives.,,,R6 should synthesize role-specific recommendations using corrected actor/externality labels.,8390ce1e255c8ba7a2b23f39ca1171d203821316,pending_current_stage_commit
r51_cross_role_externality,R5.1 cross-role externality analysis,role-strategy attribution and financial risk,H_r51_cross_role_externality,Correct attribution separates actor-specific strategy value from cross-role externality.,results/financial_risk_stage_r5/r5_research_report.md,Analysis-only reconstruction from frozen R4/R5 payoff rows.,results/financial_risk_stage_r51/r51_actor_specific_strategy_payoff_raw.csv,results/financial_risk_stage_r51/r51_research_report.md,7200,2000 R4 validation games,matched R4 validation games clustered by matched_set_id,400,10,5,corrected actor-specific payoff attribution,actor-specific vs externality mapping,reference_strategy_mix,Cross-role strategy effects are retained as externalities.,not applicable,audit classification,not applicable,reported where compatible in R5.1 outputs,reported for compatible paired contrasts,Holm adjusted within families where contrasts exist,Holm,LEVEL 3 - analysis-only audit of frozen validation data,leave-one-seed-out reported,leave-one-regime-out reported,actor ownership explicit,default simulator behavior unchanged,not a live-policy stage,not a tuning stage,no gameplay leakage; outcome-dependent information label flagged,descriptive only,supported with limitations,R4 validation contains sparse actor-specific strategy alternatives.,,,R6 should synthesize role-specific recommendations using corrected actor/externality labels.,8390ce1e255c8ba7a2b23f39ca1171d203821316,pending_current_stage_commit
r51_corrected_frontiers,R5.1 corrected frontiers,role-strategy attribution and financial risk,H_r51_corrected_frontiers,Correct attribution separates actor-specific strategy value from cross-role externality.,results/financial_risk_stage_r5/r5_research_report.md,Analysis-only reconstruction from frozen R4/R5 payoff rows.,results/financial_risk_stage_r51/r51_actor_specific_strategy_payoff_raw.csv,results/financial_risk_stage_r51/r51_research_report.md,7200,2000 R4 validation games,matched R4 validation games clustered by matched_set_id,400,10,5,corrected actor-specific payoff attribution,actor-specific vs externality mapping,reference_strategy_mix,Actor-specific frontiers are rebuilt from direct role-controlled rows only.,not applicable,audit classification,not applicable,reported where compatible in R5.1 outputs,reported for compatible paired contrasts,Holm adjusted within families where contrasts exist,Holm,LEVEL 3 - analysis-only audit of frozen validation data,leave-one-seed-out reported,leave-one-regime-out reported,actor ownership explicit,default simulator behavior unchanged,not a live-policy stage,not a tuning stage,no gameplay leakage; outcome-dependent information label flagged,risk-return efficient,supported with limitations,R4 validation contains sparse actor-specific strategy alternatives.,r5_strategy_frontier,,R6 should synthesize role-specific recommendations using corrected actor/externality labels.,8390ce1e255c8ba7a2b23f39ca1171d203821316,pending_current_stage_commit
r51_dominated_strategies,R5.1 corrected dominated strategies,role-strategy attribution and financial risk,H_r51_dominated_strategies,Correct attribution separates actor-specific strategy value from cross-role externality.,results/financial_risk_stage_r5/r5_research_report.md,Analysis-only reconstruction from frozen R4/R5 payoff rows.,results/financial_risk_stage_r51/r51_actor_specific_strategy_payoff_raw.csv,results/financial_risk_stage_r51/r51_research_report.md,7200,2000 R4 validation games,matched R4 validation games clustered by matched_set_id,400,10,5,corrected actor-specific payoff attribution,actor-specific vs externality mapping,reference_strategy_mix,No actor-specific strategy is dominated because each eligible role has one direct strategy.,not applicable,audit classification,not applicable,reported where compatible in R5.1 outputs,reported for compatible paired contrasts,Holm adjusted within families where contrasts exist,Holm,LEVEL 3 - analysis-only audit of frozen validation data,leave-one-seed-out reported,leave-one-regime-out reported,actor ownership explicit,default simulator behavior unchanged,not a live-policy stage,not a tuning stage,no gameplay leakage; outcome-dependent information label flagged,strictly dominated,supported with limitations,R4 validation contains sparse actor-specific strategy alternatives.,r5_strategy_frontier,,R6 should synthesize role-specific recommendations using corrected actor/externality labels.,8390ce1e255c8ba7a2b23f39ca1171d203821316,pending_current_stage_commit
r51_leave_one_seed_out,R5.1 leave-one-seed-out robustness,role-strategy attribution and financial risk,H_r51_leave_one_seed_out,Correct attribution separates actor-specific strategy value from cross-role externality.,results/financial_risk_stage_r5/r5_research_report.md,Analysis-only reconstruction from frozen R4/R5 payoff rows.,results/financial_risk_stage_r51/r51_actor_specific_strategy_payoff_raw.csv,results/financial_risk_stage_r51/r51_research_report.md,7200,2000 R4 validation games,matched R4 validation games clustered by matched_set_id,400,10,5,corrected actor-specific payoff attribution,actor-specific vs externality mapping,reference_strategy_mix,Actor-specific ranks are mechanically stable under leave-one-seed-out.,not applicable,audit classification,not applicable,reported where compatible in R5.1 outputs,reported for compatible paired contrasts,Holm adjusted within families where contrasts exist,Holm,LEVEL 3 - analysis-only audit of frozen validation data,leave-one-seed-out reported,leave-one-regime-out reported,actor ownership explicit,default simulator behavior unchanged,not a live-policy stage,not a tuning stage,no gameplay leakage; outcome-dependent information label flagged,robust across seeds,supported with limitations,R4 validation contains sparse actor-specific strategy alternatives.,,,R6 should synthesize role-specific recommendations using corrected actor/externality labels.,8390ce1e255c8ba7a2b23f39ca1171d203821316,pending_current_stage_commit
r51_leave_one_regime_out,R5.1 leave-one-regime-out robustness,role-strategy attribution and financial risk,H_r51_leave_one_regime_out,Correct attribution separates actor-specific strategy value from cross-role externality.,results/financial_risk_stage_r5/r5_research_report.md,Analysis-only reconstruction from frozen R4/R5 payoff rows.,results/financial_risk_stage_r51/r51_actor_specific_strategy_payoff_raw.csv,results/financial_risk_stage_r51/r51_research_report.md,7200,2000 R4 validation games,matched R4 validation games clustered by matched_set_id,400,10,5,corrected actor-specific payoff attribution,actor-specific vs externality mapping,reference_strategy_mix,Actor-specific ranks are mechanically stable under leave-one-regime-out.,not applicable,audit classification,not applicable,reported where compatible in R5.1 outputs,reported for compatible paired contrasts,Holm adjusted within families where contrasts exist,Holm,LEVEL 3 - analysis-only audit of frozen validation data,leave-one-seed-out reported,leave-one-regime-out reported,actor ownership explicit,default simulator behavior unchanged,not a live-policy stage,not a tuning stage,no gameplay leakage; outcome-dependent information label flagged,robust across regimes,supported with limitations,R4 validation contains sparse actor-specific strategy alternatives.,,,R6 should synthesize role-specific recommendations using corrected actor/externality labels.,8390ce1e255c8ba7a2b23f39ca1171d203821316,pending_current_stage_commit
r51_information_premium_ci,R5.1 information premium CI,role-strategy attribution and financial risk,H_r51_information_premium_ci,Correct attribution separates actor-specific strategy value from cross-role externality.,results/financial_risk_stage_r5/r5_research_report.md,Analysis-only reconstruction from frozen R4/R5 payoff rows.,results/financial_risk_stage_r51/r51_actor_specific_strategy_payoff_raw.csv,results/financial_risk_stage_r51/r51_research_report.md,7200,2000 R4 validation games,matched R4 validation games clustered by matched_set_id,400,10,5,corrected actor-specific payoff attribution,actor-specific vs externality mapping,reference_strategy_mix,Information premiums now include grouped bootstrap confidence intervals.,not applicable,audit classification,not applicable,reported where compatible in R5.1 outputs,reported for compatible paired contrasts,Holm adjusted within families where contrasts exist,Holm,LEVEL 3 - analysis-only audit of frozen validation data,leave-one-seed-out reported,leave-one-regime-out reported,actor ownership explicit,default simulator behavior unchanged,not a live-policy stage,not a tuning stage,no gameplay leakage; outcome-dependent information label flagged,information premium analogue,supported with limitations,R4 validation contains sparse actor-specific strategy alternatives.,,,R6 should synthesize role-specific recommendations using corrected actor/externality labels.,8390ce1e255c8ba7a2b23f39ca1171d203821316,pending_current_stage_commit
r51_manipulation_premium_ci,R5.1 manipulation premium CI,role-strategy attribution and financial risk,H_r51_manipulation_premium_ci,Correct attribution separates actor-specific strategy value from cross-role externality.,results/financial_risk_stage_r5/r5_research_report.md,Analysis-only reconstruction from frozen R4/R5 payoff rows.,results/financial_risk_stage_r51/r51_actor_specific_strategy_payoff_raw.csv,results/financial_risk_stage_r51/r51_research_report.md,7200,2000 R4 validation games,matched R4 validation games clustered by matched_set_id,400,10,5,corrected actor-specific payoff attribution,actor-specific vs externality mapping,reference_strategy_mix,Manipulation premiums now include grouped bootstrap confidence intervals.,not applicable,audit classification,not applicable,reported where compatible in R5.1 outputs,reported for compatible paired contrasts,Holm adjusted within families where contrasts exist,Holm,LEVEL 3 - analysis-only audit of frozen validation data,leave-one-seed-out reported,leave-one-regime-out reported,actor ownership explicit,default simulator behavior unchanged,not a live-policy stage,not a tuning stage,no gameplay leakage; outcome-dependent information label flagged,manipulation premium analogue,supported with limitations,R4 validation contains sparse actor-specific strategy alternatives.,,,R6 should synthesize role-specific recommendations using corrected actor/externality labels.,8390ce1e255c8ba7a2b23f39ca1171d203821316,pending_current_stage_commit
r51_manipulation_imbalance,R5.1 manipulation group imbalance,role-strategy attribution and financial risk,H_r51_manipulation_imbalance,Correct attribution separates actor-specific strategy value from cross-role externality.,results/financial_risk_stage_r5/r5_research_report.md,Analysis-only reconstruction from frozen R4/R5 payoff rows.,results/financial_risk_stage_r51/r51_actor_specific_strategy_payoff_raw.csv,results/financial_risk_stage_r51/r51_research_report.md,7200,2000 R4 validation games,matched R4 validation games clustered by matched_set_id,400,10,5,corrected actor-specific payoff attribution,actor-specific vs externality mapping,reference_strategy_mix,The no-manipulation comparison group has weak overlap.,not applicable,audit classification,not applicable,reported where compatible in R5.1 outputs,reported for compatible paired contrasts,Holm adjusted within families where contrasts exist,Holm,LEVEL 3 - analysis-only audit of frozen validation data,leave-one-seed-out reported,leave-one-regime-out reported,actor ownership explicit,default simulator behavior unchanged,not a live-policy stage,not a tuning stage,no gameplay leakage; outcome-dependent information label flagged,descriptive only,supported with limitations,R4 validation contains sparse actor-specific strategy alternatives.,,,R6 should synthesize role-specific recommendations using corrected actor/externality labels.,8390ce1e255c8ba7a2b23f39ca1171d203821316,pending_current_stage_commit
r51_result_validity,R5.1 R5 result validity classification,role-strategy attribution and financial risk,H_r51_result_validity,Correct attribution separates actor-specific strategy value from cross-role externality.,results/financial_risk_stage_r5/r5_research_report.md,Analysis-only reconstruction from frozen R4/R5 payoff rows.,results/financial_risk_stage_r51/r51_actor_specific_strategy_payoff_raw.csv,results/financial_risk_stage_r51/r51_research_report.md,7200,2000 R4 validation games,matched R4 validation games clustered by matched_set_id,400,10,5,corrected actor-specific payoff attribution,actor-specific vs externality mapping,reference_strategy_mix,R5 role metrics remain valid while strategy frontiers are superseded.,not applicable,audit classification,not applicable,reported where compatible in R5.1 outputs,reported for compatible paired contrasts,Holm adjusted within families where contrasts exist,Holm,LEVEL 3 - analysis-only audit of frozen validation data,leave-one-seed-out reported,leave-one-regime-out reported,actor ownership explicit,default simulator behavior unchanged,not a live-policy stage,not a tuning stage,no gameplay leakage; outcome-dependent information label flagged,partially validated,supported with limitations,R4 validation contains sparse actor-specific strategy alternatives.,,,R6 should synthesize role-specific recommendations using corrected actor/externality labels.,8390ce1e255c8ba7a2b23f39ca1171d203821316,pending_current_stage_commit
r51_r6_readiness,R5.1 R6 readiness,role-strategy attribution and financial risk,H_r51_r6_readiness,Correct attribution separates actor-specific strategy value from cross-role externality.,results/financial_risk_stage_r5/r5_research_report.md,Analysis-only reconstruction from frozen R4/R5 payoff rows.,results/financial_risk_stage_r51/r51_actor_specific_strategy_payoff_raw.csv,results/financial_risk_stage_r51/r51_research_report.md,7200,2000 R4 validation games,matched R4 validation games clustered by matched_set_id,400,10,5,corrected actor-specific payoff attribution,actor-specific vs externality mapping,reference_strategy_mix,R5.1 concludes the project is ready for R6 with sparse-strategy caveats.,not applicable,audit classification,not applicable,reported where compatible in R5.1 outputs,reported for compatible paired contrasts,Holm adjusted within families where contrasts exist,Holm,LEVEL 3 - analysis-only audit of frozen validation data,leave-one-seed-out reported,leave-one-regime-out reported,actor ownership explicit,default simulator behavior unchanged,not a live-policy stage,not a tuning stage,no gameplay leakage; outcome-dependent information label flagged,ready for synthesis,supported with limitations,R4 validation contains sparse actor-specific strategy alternatives.,,,R6 should synthesize role-specific recommendations using corrected actor/externality labels.,8390ce1e255c8ba7a2b23f39ca1171d203821316,pending_current_stage_commit
r6_role_strategy_synthesis,Villager strategy synthesis,role strategy synthesis,H_R6_01_villager,Villager strategy evidence supports retaining structured speech and rejecting random vote/live BoW overrides.,results/financial_risk_stage_r51/r51_r6_readiness_summary.csv,Analysis-only synthesis of existing validated outputs.,results/role_strategy_synthesis_stage_r6/r6_role_strategy_decision_matrix.csv,results/role_strategy_synthesis_stage_r6/r6_research_report.md,23,not applicable; historical source games vary by source,source-specific; see r6_source_evidence_index.csv,source-specific,source-specific,source-specific,role strategy recommendation status,current evidence across historical strategy studies,reference/default where available,Villager strategy evidence supports retaining structured speech and rejecting random vote/live BoW overrides.,not applicable,synthesis classification,not applicable,source-specific; see R6 matrix,source-specific; see R6 matrix,source-specific; see R6 matrix,source-specific; Holm where historical contrasts report it,LEVEL 3 - synthesis of validated analyses,source-specific; summarized in R6,source-specific; summarized in R6,analysis-only; actor/externality split enforced,historical validation artifacts reviewed,ML live-policy failures preserved,shadow and surrogate evidence deprioritized,R6 leakage audit pass with outcome-dependence caveat,promising but uncertain,supported with explicit limitations,Sparse actor-specific strategy coverage for several roles.,,,R6.1 targeted missing strategy experiments.,cbba9c149cec3bf65f9a13a0dcfa58cba89150c9,pending_current_stage_commit
r6_role_strategy_synthesis,Seer strategy synthesis,role strategy synthesis,H_R6_02_seer,Seer evidence supports random/diversified reference and rejects edge folklore/highest-suspicion revival.,results/financial_risk_stage_r51/r51_r6_readiness_summary.csv,Analysis-only synthesis of existing validated outputs.,results/role_strategy_synthesis_stage_r6/r6_role_strategy_decision_matrix.csv,results/role_strategy_synthesis_stage_r6/r6_research_report.md,23,not applicable; historical source games vary by source,source-specific; see r6_source_evidence_index.csv,source-specific,source-specific,source-specific,role strategy recommendation status,current evidence across historical strategy studies,reference/default where available,Seer evidence supports random/diversified reference and rejects edge folklore/highest-suspicion revival.,not applicable,synthesis classification,not applicable,source-specific; see R6 matrix,source-specific; see R6 matrix,source-specific; see R6 matrix,source-specific; Holm where historical contrasts report it,LEVEL 3 - synthesis of validated analyses,source-specific; summarized in R6,source-specific; summarized in R6,analysis-only; actor/externality split enforced,historical validation artifacts reviewed,ML live-policy failures preserved,shadow and surrogate evidence deprioritized,R6 leakage audit pass with outcome-dependence caveat,promising but uncertain,supported with explicit limitations,Sparse actor-specific strategy coverage for several roles.,,,R6.1 targeted missing strategy experiments.,cbba9c149cec3bf65f9a13a0dcfa58cba89150c9,pending_current_stage_commit
r6_role_strategy_synthesis,Witch strategy synthesis,role strategy synthesis,H_R6_03_witch,Witch conservative poison is promising but uncertain; joint policy remains unresolved.,results/financial_risk_stage_r51/r51_r6_readiness_summary.csv,Analysis-only synthesis of existing validated outputs.,results/role_strategy_synthesis_stage_r6/r6_role_strategy_decision_matrix.csv,results/role_strategy_synthesis_stage_r6/r6_research_report.md,23,not applicable; historical source games vary by source,source-specific; see r6_source_evidence_index.csv,source-specific,source-specific,source-specific,role strategy recommendation status,current evidence across historical strategy studies,reference/default where available,Witch conservative poison is promising but uncertain; joint policy remains unresolved.,not applicable,synthesis classification,not applicable,source-specific; see R6 matrix,source-specific; see R6 matrix,source-specific; see R6 matrix,source-specific; Holm where historical contrasts report it,LEVEL 3 - synthesis of validated analyses,source-specific; summarized in R6,source-specific; summarized in R6,analysis-only; actor/externality split enforced,historical validation artifacts reviewed,ML live-policy failures preserved,shadow and surrogate evidence deprioritized,R6 leakage audit pass with outcome-dependence caveat,promising but uncertain,supported with explicit limitations,Sparse actor-specific strategy coverage for several roles.,,,R6.1 targeted missing strategy experiments.,cbba9c149cec3bf65f9a13a0dcfa58cba89150c9,pending_current_stage_commit
r6_role_strategy_synthesis,Hunter strategy insufficiency,role strategy synthesis,H_R6_04_hunter,Hunter has insufficient compatible actor-specific strategy data.,results/financial_risk_stage_r51/r51_r6_readiness_summary.csv,Analysis-only synthesis of existing validated outputs.,results/role_strategy_synthesis_stage_r6/r6_role_strategy_decision_matrix.csv,results/role_strategy_synthesis_stage_r6/r6_research_report.md,23,not applicable; historical source games vary by source,source-specific; see r6_source_evidence_index.csv,source-specific,source-specific,source-specific,role strategy recommendation status,current evidence across historical strategy studies,reference/default where available,Hunter has insufficient compatible actor-specific strategy data.,not applicable,synthesis classification,not applicable,source-specific; see R6 matrix,source-specific; see R6 matrix,source-specific; see R6 matrix,source-specific; Holm where historical contrasts report it,LEVEL 3 - synthesis of validated analyses,source-specific; summarized in R6,source-specific; summarized in R6,analysis-only; actor/externality split enforced,historical validation artifacts reviewed,ML live-policy failures preserved,shadow and surrogate evidence deprioritized,R6 leakage audit pass with outcome-dependence caveat,insufficient data,supported with explicit limitations,Sparse actor-specific strategy coverage for several roles.,,,R6.1 targeted missing strategy experiments.,cbba9c149cec3bf65f9a13a0dcfa58cba89150c9,pending_current_stage_commit
r6_role_strategy_synthesis,Werewolf strategy synthesis,role strategy synthesis,H_R6_05_werewolf,Existing night-kill reference retained; random kill and frozen continuous ML not recommended.,results/financial_risk_stage_r51/r51_r6_readiness_summary.csv,Analysis-only synthesis of existing validated outputs.,results/role_strategy_synthesis_stage_r6/r6_role_strategy_decision_matrix.csv,results/role_strategy_synthesis_stage_r6/r6_research_report.md,23,not applicable; historical source games vary by source,source-specific; see r6_source_evidence_index.csv,source-specific,source-specific,source-specific,role strategy recommendation status,current evidence across historical strategy studies,reference/default where available,Existing night-kill reference retained; random kill and frozen continuous ML not recommended.,not applicable,synthesis classification,not applicable,source-specific; see R6 matrix,source-specific; see R6 matrix,source-specific; see R6 matrix,source-specific; Holm where historical contrasts report it,LEVEL 3 - synthesis of validated analyses,source-specific; summarized in R6,source-specific; summarized in R6,analysis-only; actor/externality split enforced,historical validation artifacts reviewed,ML live-policy failures preserved,shadow and surrogate evidence deprioritized,R6 leakage audit pass with outcome-dependence caveat,promising but uncertain,supported with explicit limitations,Sparse actor-specific strategy coverage for several roles.,,,R6.1 targeted missing strategy experiments.,cbba9c149cec3bf65f9a13a0dcfa58cba89150c9,pending_current_stage_commit
r6_role_strategy_synthesis,Actor-specific recommendation framework,role strategy synthesis,H_R6_06_framework,R6 separates actor-specific evidence from cross-role externalities.,results/financial_risk_stage_r51/r51_r6_readiness_summary.csv,Analysis-only synthesis of existing validated outputs.,results/role_strategy_synthesis_stage_r6/r6_role_strategy_decision_matrix.csv,results/role_strategy_synthesis_stage_r6/r6_research_report.md,23,not applicable; historical source games vary by source,source-specific; see r6_source_evidence_index.csv,source-specific,source-specific,source-specific,role strategy recommendation status,current evidence across historical strategy studies,reference/default where available,R6 separates actor-specific evidence from cross-role externalities.,not applicable,synthesis classification,not applicable,source-specific; see R6 matrix,source-specific; see R6 matrix,source-specific; see R6 matrix,source-specific; Holm where historical contrasts report it,LEVEL 3 - synthesis of validated analyses,source-specific; summarized in R6,source-specific; summarized in R6,analysis-only; actor/externality split enforced,historical validation artifacts reviewed,ML live-policy failures preserved,shadow and surrogate evidence deprioritized,R6 leakage audit pass with outcome-dependence caveat,partially validated,supported with explicit limitations,Sparse actor-specific strategy coverage for several roles.,r5_strategy_frontier,,R6.1 targeted missing strategy experiments.,cbba9c149cec3bf65f9a13a0dcfa58cba89150c9,pending_current_stage_commit
r6_role_strategy_synthesis,Cross-role externality synthesis,role strategy synthesis,H_R6_07_externality,Cross-role effects are preserved outside role-owned recommendations.,results/financial_risk_stage_r51/r51_r6_readiness_summary.csv,Analysis-only synthesis of existing validated outputs.,results/role_strategy_synthesis_stage_r6/r6_role_strategy_decision_matrix.csv,results/role_strategy_synthesis_stage_r6/r6_research_report.md,23,not applicable; historical source games vary by source,source-specific; see r6_source_evidence_index.csv,source-specific,source-specific,source-specific,role strategy recommendation status,current evidence across historical strategy studies,reference/default where available,Cross-role effects are preserved outside role-owned recommendations.,not applicable,synthesis classification,not applicable,source-specific; see R6 matrix,source-specific; see R6 matrix,source-specific; see R6 matrix,source-specific; Holm where historical contrasts report it,LEVEL 3 - synthesis of validated analyses,source-specific; summarized in R6,source-specific; summarized in R6,analysis-only; actor/externality split enforced,historical validation artifacts reviewed,ML live-policy failures preserved,shadow and surrogate evidence deprioritized,R6 leakage audit pass with outcome-dependence caveat,descriptive only,supported with explicit limitations,Sparse actor-specific strategy coverage for several roles.,,,R6.1 targeted missing strategy experiments.,cbba9c149cec3bf65f9a13a0dcfa58cba89150c9,pending_current_stage_commit
r6_role_strategy_synthesis,Evidence grading,role strategy synthesis,H_R6_08_grading,R6 applies explicit A-F/U grades to strategy claims.,results/financial_risk_stage_r51/r51_r6_readiness_summary.csv,Analysis-only synthesis of existing validated outputs.,results/role_strategy_synthesis_stage_r6/r6_role_strategy_decision_matrix.csv,results/role_strategy_synthesis_stage_r6/r6_research_report.md,23,not applicable; historical source games vary by source,source-specific; see r6_source_evidence_index.csv,source-specific,source-specific,source-specific,role strategy recommendation status,current evidence across historical strategy studies,reference/default where available,R6 applies explicit A-F/U grades to strategy claims.,not applicable,synthesis classification,not applicable,source-specific; see R6 matrix,source-specific; see R6 matrix,source-specific; see R6 matrix,source-specific; Holm where historical contrasts report it,LEVEL 3 - synthesis of validated analyses,source-specific; summarized in R6,source-specific; summarized in R6,analysis-only; actor/externality split enforced,historical validation artifacts reviewed,ML live-policy failures preserved,shadow and surrogate evidence deprioritized,R6 leakage audit pass with outcome-dependence caveat,implementation validated,supported with explicit limitations,Sparse actor-specific strategy coverage for several roles.,,,R6.1 targeted missing strategy experiments.,cbba9c149cec3bf65f9a13a0dcfa58cba89150c9,pending_current_stage_commit
r6_role_strategy_synthesis,Rejected strategies,role strategy synthesis,H_R6_09_rejected,"R6 preserves harmful, no-improvement, invalid, and superseded strategy findings.",results/financial_risk_stage_r51/r51_r6_readiness_summary.csv,Analysis-only synthesis of existing validated outputs.,results/role_strategy_synthesis_stage_r6/r6_role_strategy_decision_matrix.csv,results/role_strategy_synthesis_stage_r6/r6_research_report.md,23,not applicable; historical source games vary by source,source-specific; see r6_source_evidence_index.csv,source-specific,source-specific,source-specific,role strategy recommendation status,current evidence across historical strategy studies,reference/default where available,"R6 preserves harmful, no-improvement, invalid, and superseded strategy findings.",not applicable,synthesis classification,not applicable,source-specific; see R6 matrix,source-specific; see R6 matrix,source-specific; see R6 matrix,source-specific; Holm where historical contrasts report it,LEVEL 3 - synthesis of validated analyses,source-specific; summarized in R6,source-specific; summarized in R6,analysis-only; actor/externality split enforced,historical validation artifacts reviewed,ML live-policy failures preserved,shadow and surrogate evidence deprioritized,R6 leakage audit pass with outcome-dependence caveat,statistically supported harmful effect,supported with explicit limitations,Sparse actor-specific strategy coverage for several roles.,,,R6.1 targeted missing strategy experiments.,cbba9c149cec3bf65f9a13a0dcfa58cba89150c9,pending_current_stage_commit
